age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9
29,single,f,straight,fit,,socially,never,,,64,-1,,2012-06-01-08-08,"san francisco, california",,,,,no,english,"i am a girl that is down to earth and enjoys work and play. i like to hang with friends, family, travel, volunteer the list continues.","i work in a family business and it is great but definitely has it's moments. i hang out with my friends,but i also enjoy chilling on my couch and reading a book or watching a good movie or sometimes a trashy tv show. i like to go to snow and ride (snowboard).",communicating listening smiling cause i always see the bright side of things. i enjoy good music and dancing.,my smile and my curly hair.,"i enjoy a good action film such as transformers, contraband etc. i enjoy films such as hunger games, the help, this means war, horrible bosses,etc i am down for any type of food. it really depends on my mood. music i listen to all kinds however never fully indulged in country music.",honesty laughter friends family good food respect,what my next adventure will be.,"either out with fiends, visiting family or on the couch.",,you like what you see and are a fun person who is kind and honest.
26,single,m,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,75,-1,science / tech / engineering,2012-06-30-00-16,"san francisco, california",doesn't want kids,likes dogs,buddhism and laughing about it,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), japanese (poorly)","a swirl of words i identify with: harpsichords, mid-century furniture, the color black, droste effect, matryoshka dolls, talk boxes, vocoders, the moment the lights dim in a theater and everyone goes silent, chess, portmanteaus, the guessing game, the feeling of jubilation after running while drunk with friends, taxidermy, sapere vivere, bon vivant, ted talks, the ecstasy that are clean sheets, violin, symphony, black and white tile, the etherial way words come to your consciousness; almost out of no where, nostalgia, obfuscated information that appears to be meaningless noise to most but comprehensible to the few whom are aware (basically esotericism). the pursuit of ideals, making toasts with good friends, riddles, the point at which the experiencial present turns into the past. when two mirrors are faced parallel to each other and develop a visual feedback loop until everything is black. attempting to be less machiavellian.  if they made a cologne that smelled of leather and cedar, i'd wear it.  i'm going to live forever or die trying.",i have a radio show (old school fm not internet) i work in designing gadgets. i record and produce tunes (let's collaborate!). and try to work on some art projects when i'm motivated.  i bought some fencing lessons that i need to use je voudrais apprendre  parler franais,"making mix tapes finding rare music or films recording and producing music. making people laugh storytelling making gifs  restraining my desire to make sardonic comments. dancing like there's no one there, while there's someone there.","i posed this question to my friends and they responded: ""really tall, eccentric, bright smile""  i'd like to think my affability and gregariousness.","books: nonfiction: ""fooled by randomness"" (taleb) ""black swan"" (taleb) [nothing to do with movie] ""this is your brain on music"" (levitin) ""blink"" (gladwell) ""the philosophy of andy warhol"" (viz.) ""the pleasures and sorrows of work"" (de botton)  ""fahrenheit 451"" (bradbury) currently reading: ""live from death row"" (mumia abu-jamal)  films: eraserhead (1977, lynch) irrversible (2002, no) play time (1967 tati) 2001: a space odyssey (1968, kubrick) they live (1988, carpenter) videodrome (1983, cronenberg) phantom of the paradise (1974, de palma) tetsuo - the ironman (1989, tsukamoto) i guerrieri dell'anno 2072 (1989, fulci) food (1992, jan svankmajer) paris, texas (1984, wenders)  documentaries: tokyo-ga (1985, wenders) american movie (1999, smith) mechanical love (2007, ambo) spin (1995, springer) the goddess bunny (aes-nihil) [ solely for the mind melting, outsider aspect) dark days (2000, singer) marwencol hobo (davis) any frederick wiseman documentary / cinma vrit genre. giallo films italian sci-fi films from the 80's  artists: claes oldenburg chris burden marcel duchamp ren magritte marina abramovic jan vankmajer wim delvoye arthur ganson aldo tambellini hajime sorayama jonathan zawada  designers: joe colombo dieter rams  i have a distaste for tv but if i do watch, i enjoy ""downtown no gaki no tsukai ya arahende"" derren brown nova frontline  food: quiche, sushi (nigiri), cinnamon rolls, french toast, duck, indian food (naan is soo good) burritos, and those oreo ice-cream sandwiches (like crack!) zante's indian pizza  music: i like funk, pfunk, soul, italo, freestyle, house, techno, electro, classical, modern classical, pre-90's hip-hop, abstract hiphop, nu-disco, 80's french pop, noise genre right now, really digging: trippple nippples, gigamesh, com truise, krzysztof penderecki some people in my collection: 2 brothers on the 4th floor, 2 live crew, 2 unlimited, 49ers, 69 boyz, a guy called gerald, a-trak, abstract thought, adam freeland, adamski, adonis, adult., afrika bambaataa, air, alan braxe, alex gopher, alphaville, anoraak, aphex twin, arabesque, archigram, armand van helden, arpanet, art of noise, aux 88, bag raiders, baltimora, bam bam, basement jaxx, berlin, beverly hills 808303, binary finary, birdy nam nam, black devil disco club, boards of canada, bobby orlando, bobmo, bolz bolz, boys noize, breakbot, brodinski, bronski beat, bruce haack, busy p, calvin harris, cansei de ser sexy, carl carlton, cazals, chic, chicken lips, chloe, chlo, chromeo, college, company b, confetti's, console, corona, crazy gang, crookers, crystal castles, culture beat, curses!, cursor miner, curtis mayfield, cut chemist, cut copy, cyberaktif, cybotron, czr, d mob, d.i.m., daft punk, danger, das glow, data, david e sugar, decadance, devo, digitalism, dirty south, dj assault, dj falcon, dj funk, dj mehdi, dj pierre, dj shadow, doctor's cat, does it offend you, yeah?, donna summer, dopplereffekt, drexciya, dsl, duke dumont, dynamix ii, egyptian lover, elecktroids, ellen allien, etienne de crcy, eurythmics, fancy, farley ""jackmaster"" funk, fatboy slim, feadz, felix, fox n wolf, fred falke, freeez, g.g. tonet, gary's gang, george clinton, giorgio moroder, glass domain, goblin, goldfrapp, goose, grandmaster flash, green velvet, haddaway, harold faltermeyer, hashim, health, herbie hancock, herve, high powered boys, hithouse, hostage, hot chip, human resource, i-f, i-robots, information society, inner city, jackson and his computer band, jamie principle, japanese telecom, jeff mills, jimmy mcgriff & junior parker, joakim, joe smooth, joey beltram, john tejada, jona, jonzun crew, josh wink, juan atkins, jungle brothers, junior boys, kavinsky, kevin saunderson, kim, klaxons, kraftwerk, kurtis blow, lady b, ladytron, laserdance, le knight club, legowelt, les petits pilous, lfo, lifelike, lil' louis, lisa lisa & cult jam, m.c. miker g & deejay sven, m.c. sar & the real mccoy, malcolm mclaren, malcom mclaren, man parrish, mantronix, marshall jefferson, marvin gaye, melle mel, metro area, miami horror, michael jackson, midnight juggernauts, mike mareen, minitel rose, miss kittin, miss kittin & the hacker, model 500, modeselektor, mr. flagio, mstrkrft, muscles, new young pony club, newcleus, noel, orchestral manoeuvres in the dark, padded cell, pan sonic, para one, parris mitchell project, phuture 303, planet patrol, play paul, plump djs, power supply, pretty poison, proxy, rah band, ratatat, raymond scott, reel 2 real, rhythm is rhythm, richie hawtin, riton, rjd2, rob base & dj e-z rock, robert hood, robin s, rockwell, roger, rondo veneziano, s'express, salt-n-pepa, scatman john, scenario rock, scotch, sebastian, sbastien tellier, sequencial, shadow dancer, shannon, sheila e., silicon teens, simian mobile disco, sir mix-a-lot, smackos, snap!, soft cell, soulwax, soviet, steve doesn't drive, steve reich, stevie b, strip steve, super mal, surkin, sweet sensation, symbolone, tag team, technotronic, teenage bad girl, telex, the 2 live crew, the album leaf, the beatmasters, the brothers johnson, the buffalo bunch, the chemical brothers, the cover girls, the cribs, the fatback band, the flaming lips, the hacker, the human league, the jets, the knife, the outhere brothers, the outrunners, the prodigy, the system, the whitest boy alive, thomas bangalter, tiga, tka, together, tomas andersson, trans x, uffie, underground resistance, unkle, urban cookie collective, venga boys, vengaboys, vitalic, we in music, wendy carlos, west street mob, whodini, woody mcbride, yazoo, yelle, yello, yuksek, zapp, zdar, zombie nation, zongamin, mixhell, captain sky, andr cymone, felix da housecat, mike mareen, gino soccio, keith leblanc, gaz nevada, sacha di manolo, ready for the world, knightlife, miami horror, kiki, kiko, automat, blowfly, the seebach band, zazu, ""q"", b.w.h, fun fun, transvolta, proxyon, laserdance, proxyon, klein & m.b.o., universal energy, azoto, droids, blowfly, space, space art, patrick cowley, vc people, meco, tomas andersson, angelo badalamenti, david lynch, in flagranti, sacha di manolo, venus gang, venus gang, transvolta, transvolta, strip steve, strip steve, space art, syntech, dirty sanchez, siriusmo, egyptian lover, oliver cheatham, oliver cheatham, the whispers, parris mitchell, modem, sinnamon, cellophane, los angeles t.f., 'lectric workers, 'lectric workers, the isley brothers, motown sounds, peter richard, de blanc, ris, los angeles t.f., hypnolove, los angeles t.f., mark shreeve, the (hypothetical) prophets, lio, jacno, space art, mixmaster gee and the turntable orchestra, ultramagnetic mc's, maskio, john foxx, vince clarke, otis clay, peter jacques band, alter ego, alter ego, walter murphy, stelvio cipriani, moderne, siriusmo, grafton primary, the dramatics, jackie wilson, captain rock, captain rock, synergy, cajmere, armando, jungle wonz, armando, ruth, high powered boys, keith mansfield, gershon kingsley, clio, syntech, phyllis nelson, timerider, rofo, casco, carte blanche, farrari, mr flash, gaspard aug, alexander robotnick, aeroplane, gary low, duck sauce, easy going, raw dope posse, the limit, t la rock, jesse saunders, alexandre chatelard, hotline, the rah band, the rah band, futurecop!, mr. oizo, le le, crunc tesla, ohio players, the ohio players, lipps, inc., lipps inc, lipps, inc, lipps, inc, lipps inc, richard pinhas, funk legacy, tracy spencer, jean nipon, midas touch, tom dissevelt, melba moore, alexander o'neal, kashif, slice & soda, frankie smith, funkadelic, the jones girls, freedom, the o'jays, o'jays, o'jays, chromagain, intelligence dept, tommy de chirico, alien starr, khemistry, ron richardson, radiance, kadenza, d-train, midnight express, first light, norma jean wright, metronomy, jeremy storch, covox, pnau, paul lansky, midnight star, stacy kidd, sharon redd, housemeister, henry hall, krzysztof penderecki, zoot woman, angel alanis, lead belly, database, taco, light year, siedah garrett, the real thing, slave, dirty disco youth, passion, nemesy, com truise, southside movement, sparks, todd rundgren, vladimir ussachevsky, turzi electronic experience, turzi lectronique exprience, pierre schaeffer",laughter my music gear/studio finding new stuff! champagne sex art,"time,conciseness, efficiency, how things were fabricated art, music composition, epistemological questions.  ...get rich quick schemes so i don't have to work another day in my life so i could travel around the world and work on projects.","at art murmur in oakland, at a friend's dance/music performance, splitting a bottle of champagne with a friend, or being reclusive while working on music",i once had a mullet. i get vertigo in omni theaters and will fall over if i go in one. :d,"points! a person's brain / their mental disposition is the most attractive quality one can have; erudition 30+ you're rocking a pixie/under cut/androgynous / edgy look 5+ you have a phd 10+ you speak french; fluently +10, to some degree 5+ you have eu citizenship (i find this irrationally attractive) 5+ like to dance 5+ a magnus opus is in your future. +10 are a mover/shaker (i.e. you make shit/events happen) 10+ you're sexually adventurous and communicative [read: you'd be bored with missionary and can talk about what you want]/ or ggg +15 you have artistic aspirations or accomplishments. +10 are callipygian 5+ are a fan of independent film/music 5+ quick to laugh 5+ you play the violin 5+ you're fluent in music theory 5+ a life-long learner (in or outside of a classroom or formal setting.) 10+ interested in creepy/weird things 5+ we have compatible taste 15+ moving to nyc, la, austin, portland, london, berlin, tokyo or paris sounds alluring. 5+  for the friend zone: you want to collaborate on a music project! you have a product design idea that you would like to get off the ground.  i'm interested in learning about the following topics, if you can teach me please message me: fractal randomness, options trading, butoh, chaos theory, or if you're pretty knowledgable about music theory as i'm looking for a mentor to talk stuff with, f maj 7 -> d maj7 sus 4 type stuff"
43,single,f,straight,curvy,,socially,,graduated from college/university,white,63,-1,law / legal services,2012-03-12-19-38,"foster city, california",,has dogs and likes cats,,aquarius,when drinking,english,,,,,,,,,,
44,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,65,-1,computer / hardware / software,2011-08-07-21-53,"san francisco, california",,likes dogs and has cats,other and laughing about it,libra but it doesn&rsquo;t matter,no,"english, french (poorly)",,,,,,,,,,
32,single,m,straight,athletic,,often,,graduated from high school,"hispanic / latin, white, other",72,30000,other,2012-06-29-15-47,"redwood city, california",has kids,,,taurus and it&rsquo;s fun to think about,yes,english,"im 6'0 220lbs looking for some new people to meet and hang out with to see wherer it goes from there like to play softball, shot pool and hang with friends go to bars or pubs just looking for some down to earth pepeole or that one and only true love but othere than that im single with two kids seperated from there mom because of diffrences so if like what u here hit me up hope to hear from some chill people and let it go from there peace out  i am single, chill, and layback",,,,,,,,,
37,single,f,gay,curvy,mostly vegetarian,socially,sometimes,,,68,-1,,2012-06-29-21-55,"oakland, california",,likes dogs and likes cats,,capricorn and it&rsquo;s fun to think about,when drinking,english,,"most of my time is filled with working for a non-profit that helps low-income families pay for childcare, and volunteering at a community arts collective that tries to keep art and craft accessible to everyone. equally important activities include: going on adventures that involve hiking, ceviche, bike rides, my 4 year old god-daughter, looking at stars, and whatever else i dream up.","fixing things, finding your keys, finding that thing on the internet you couldn't, taking electronics apart and putting them back together correctly, sewing bowties, sewing carry-on knapsacks by hand, creatively solving problems, making holiday decorations out of office supplies, spelling, reading books quickly, forgetting people's names but remembering their faces.","maybe my eyes, easy smile, my rad hat, or unruly hair.","i'm a voracious consumer of books, movies, shows, music and food. my favorite media genre is magical realism but i regularly branch out. i enjoy music with smart funny lyrics, a good beat, instruments used in a non-traditional way (especially accordions and ukuleles) or a really excellent cover where they make it their own (for instance dent may & his magnificent ukulele covering prince's ""when you were mine""). i like so many kinds of food but my current favorites would be korean or ethiopian when in friend groups, thai, mexican or whatever someone else is willing to share/make with me.","i really like things but at some point in my life i've been without all of the things i like a lot and managed to function quite well. i do enjoy tech gadgets, music, books and by extension libraries, intelligent conversations, soft fuzzy creatures, art, the internet, and typography.","how i can make a mix of cover songs where group a covers band b, band b covers person c, and so on til the last song is a cover of group a. how to become an expert maker of something random like astrolabes or shoes. how my collective can be more involved with our community. if it's time for my bike to be tuned up and if i should do it myself or take it to someone else.","reading, hanging out in the kitchen with my amazing house-mates, out drinking with friends, trying to finish one of my tens of projects i've begun, on my way to see friends and/or sights up and down the coast.",,
30,single,f,straight,skinny,strictly anything,often,sometimes,graduated from space camp,white,69,-1,other,2012-06-30-00-17,"san rafael, california",doesn't want kids,has dogs and has cats,other and laughing about it,libra and it&rsquo;s fun to think about,no,english (poorly),"i spend my days animating for i-thingies. i've just celebrated a birthday by throwing my back out, making one million logan's run jokes, and going to bed early. i once punched a spider for having too many legs at me.",making less and less sense,constructing awful ok cupid profiles. katharine hepburn impressions (post-on golden pond).,"my height, maybe? i'm not that tall.. stop pointing and crying.","a good mix of neil gaiman, douglas adams, john hodgman, brothers cohen and zucker, mel brooks, b movies, john waters, mad men, older simpsons, twilight zone, doctor who, get smart, varied sketch comedy, they might be giants, the beatles, squirrel nut zippers, louis prima, salted pig.","good comedy. breathable atmosphere. canines. felines. thumbs. entirely too fragile and expensive gadgets beginning with cutesy lower-case ""i""s.","coffee, usually.","drenched in banana daiquiri in the back of a limo driven by a chauffer who officially gave up on life the minute i started drunkenly slurring ""99 luftballons"".  ...that's a lie. playing ""grabby-face"" with the cat.",i find steve buscemi attractive,you feel unusual
26,single,m,straight,average,strictly anything,socially,never,graduated from masters program,white,73,-1,computer / hardware / software,2012-06-29-22-21,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,atheism,taurus but it doesn&rsquo;t matter,no,"english (fluently), norwegian (fluently), swedish (okay), french (poorly)","when i was little i dreamt of becoming a pizza delivery guy. sadly, my dream never came true and i became a software engineer instead.  i once visited north korea because nobody told me it was the bad korea.  another time i visited monaco and drove a lap of the monte carlo circuit. i didn't set any lap records, but to be fair, i was in a honda jazz and it was rush hour.",making iphone and ipad apps at a startup in downtown sf.,- mario kart - moving across snow/ice (i'm canadian-scandinavian) - making sandwiches,,tv: - arrested development - curb your enthusiasm - modern family - summer heights high - an idiot abroad - peep show  movies: - memento - inception - local hero - back to the future part ii - primer  music: - skrillex - deadmau5 - justice - girl talk - the who - david bowie - a-ha,,"time travel. also, space travel.",,the password to my okcupid account is hunter2.,do it.
23,single,m,straight,athletic,,socially,never,,pacific islander,70,-1,other,2012-06-30-00-17,"san francisco, california",,,,leo,no,english,"im 23 years old, down to earth and i aspire to become a better person everyday. i was stationed in southern california for four years and i just got out of the marines to move on to bigger and better things in the city of san francisco. i enjoy the finer things in life like the cream in between the oreo cookie and i tend to not focus on the lemons but i tend to focus on the lemonade, if the juice is worth the squeeze. im lucky enough to get paid to do nothing so i get to have a lot of free time to goof around and do whatever, i guess you can say that im a risk taker and im constantly looking for that next adrenaline rush... i believe we can do anything you can imagine... whatever it may be... so lets live for the moment because we'll never know if we could have the next",,,,,,,,,
31,single,m,straight,athletic,,socially,never,graduated from college/university,middle eastern,69,-1,,2012-06-28-20-02,"alameda, california","doesn't have kids, but wants them",has dogs,judaism,virgo,sometimes,"english, hebrew","hi, my name is lior. i grew up in israel, then moved to the bay area about 9 years ago. i am looking forward to meeting a special woman and building a strong and romantic relationship together.  it is very important for me to live near nature, stay active with a wide range of sports, spend quality time with friends and cook delicious foods for the people i care about.  i love being around children and look forward to having my own little ninjas someday. my israeli/jewish heritage is meaningful to me, i hope judiasm will be something you and i can share together.","every day i try to learn more, and be a better man of ""peace"". i run my own local business and have also been a fitness trainer specialized in water/hydro physical therapy for many years.","i am a good listener and the type of person who will try my best to help a friend if they need it. swimming and athletics, cooking middle eastern food--my friends joke that i am like a moroccan grandmother.",ask them :)))),"book--five people you meet in heaven, soul travel movies--i love movies...all different kinds. what are your favorites??? food--sushi, thai, middle east, and lots of desserts music--bob marley, israeli radio...it depends on the mood and the moment","faith, hope, spirit soul,water, food, sex, laughter",life,"friday and saturdays are special days and i enjoy many of the rituals of shabbat. fridays i cook a special meal, light shabbat candles then watch a good movie. saturday morning i love to play tennis, or take a road trip for an adventure!",,...you are not too shy to take the first step (i see this as a huge plus!) if you like my profile maybe something good can happen ;) .
34,single,m,straight,average,mostly anything,rarely,never,dropped out of college/university,white,73,70000,computer / hardware / software,2012-06-30-00-17,"san francisco, california","doesn't have kids, but might want them",,,cancer,no,"english (fluently), russian (okay), c++ (okay)",sorry about making you click on an empty profile.  good day!,,,,,,,,,
48,single,m,straight,fit,mostly anything,rarely,never,graduated from masters program,asian,69,70000,education / academia,2012-06-21-00-45,"san mateo, california","doesn't have kids, but might want them",,,,no,english (fluently),,,,,,"family and friends, music, macbook pro laptop, ipod, library, internet connection, nikon and canon camera","how to be better at my job is something i spend time thinking about. world events, local events would be the other. what dslr to buy.",,i spend too much time watching nba playoff games! pulling for the heat and okc,
35,single,m,straight,skinny,,socially,never,graduated from two-year college,white,71,-1,science / tech / engineering,2012-06-29-21-36,"menlo park, california",has a kid,likes dogs and likes cats,atheism,leo,no,"english (fluently), sign language (poorly), spanish (poorly)","i know what you are doing: scanning profile pics like you thumb through a skymall catalog (part of you is interested, part of you is embarrassed you are even looking. another part is waiting for the in-flight movie to start). then, when one catches your eye you take a closer look and check out the other photos. if you are still interested, you may actually read the profile. ipso facto, if you are actually reading this that means that you might want a little insight into who i am or where i got that badass birthday mug.  i think it's pretty hard to get to know someone just by reading a few paragraphs they wrote about themselves (most likely after a few drinks). i firmly believe in the power of chemistry and the way certain people click and others just... don't. i'm merely suggesting you don't judge someone by these asinine profiles, that sometimes you need a real world meet up to find out they are asinine.  that being said, i'm honest, funny and creative. i'm intelligent, down to earth, a little sarcastic, and a hopeless romantic who doesn't think chivalry is dead. i will want to open the door for you, pull your chair out for you, and pick up the tab. deal with it.  it seems like everyone on here loves hiking and snowboarding and outdoor stuff. i'm not quite as into it as the next guy, but for good reason. (see below) don't get me wrong, i'm totally up for doing that kind of thing with the right person. (just last month someone got me climbing the stanford dish) i love camping even though i haven't been in a long time, it's just the hiking and climbing stuff that is tough for me to handle. (again, see below) to be honest, i'd much rather just chill out, cuddle and watch a movie. maybe get drunk and watch cartoons. or maybe play chess or poker or jenga. i'm always up for going out, but i do love a good quiet night at home.","right now i'm pretty much just working and taking care of my daughter. i'm realizing there is a ton of stuff i still want to do, that i need to branch out and try stuff outside of my comfort zone. (rockclimbing, for example. man do i suck at that...)  i started taking improv classes a while ago and i hope to be perfoming with a group by the end of the year.  oh, and i helped start a film production company and when my schedule permits, i help make stuffed animal music videos. yeah, you read that right. stuffed animal. music videos. you know you want to watch one...","i can make a mean grilled cheese sandwich, i can probably make you laugh (i'm not above making a fool of myself), and i have this weird color thing where my converse all-stars have to match the rest of my clothes in some fashion (no pun intended).  i can probably name that movie or actor you can't remember, or the voice on that car commercial that you just... can't... place...  i have this odd talent of simplifing complex ideas to make them easier to understand. this means i can teach almost anyone almost anything (as long as i understand it)",,"i had this all filled out with specific books, shows, movies, etc, but really, isn't that what getting to know someone is about? i like a lot, and if it's well writen/acted/performed, and makes me feel feelings, i'll probably love it.  that being said, everything from stephen king to kurt vonnegut; from fight club to what dreams may come; from arrested development to lost; from the beatles to they might be giants; from enchiladas to a great burger.","after reading other profiles here, i'm in agreement that this question is pretty much bullshit. other than the basics of life, there really isn't anything any of us could never do without.  but if you're asking what i wouldn't want to live without: (besides my daughter, family, and friends) i'm gonna say candy. love. laughter. the sun. a book before bed. a hot shower. the open road, a full tank of gas and good music doesn't hurt.","how i'm going to afford film school this fall, why i'm so attracted to insanely smart women, why in'n'out doesn't offer bacon on their burgers, what i'm gonna do with my daughter this weekend, why can't i gain weight no matter how much i eat or work out... oh, and probably something about zombies and/or flying cars.","i never really know, this is one of the few nights i don't have my daughter, so i try to make it count. maybe dinner and a movie with friends. maybe out at a karaoke bar. maybe trying something new and interesting, or maybe just relaxing at home with a movie.","i collect spores, molds and fungus.  seriously, here's a little nugget i've been inspired to share: i have a congenital heart condition that should have killed me twenty years ago and my doctors don't understand why i'm still alive. it's part of the reason i'm not really into hiking and other sporty/active stuff - i'd love to, but i literally can not do it. it's a cryin' shame, really.","- you actually read this. gold star!! - i guess if you feel like it, it's not like you have anything to lose. - you want to learn how to juggle or play chess. - if you found any of this even mildy amusing. - if you appreciate a man who has many leather-bound books, and apartment smells of rich mahogany. - i'll agree with a lot of other women on this site: do not message me if you are just looking for a hook-up. have some self-respect, ladies.  oh, and definitely message me you're the girl from the mitsubishi eclipse ""days go by"" commercial from like five years ago. you know, the one dave chappelle made fun of. (google it, she's hot. i've had a thing for her for a long, long time, and i don't really know why...)"
25,single,m,straight,,,,,graduated from college/university,indian,73,-1,sales / marketing / biz dev,2011-08-29-19-37,"san francisco, california",,,,,no,"english, spanish (okay), italian (poorly)","just moved to sf after 6 years in nyc! so far loving the west coast but have a lot more exploring to do.  i love sports, both playing (for fun), and watching (especially football, go ravens!). i rock climb, snowboard, and just recently tried surfing and love it. i like traveling and did a lot of it last year. i'm into music, especially live music. i play guitar. i read and i write when i can.","i work in corporate strategy, meaning i work on projects to set the direction of the company and help it grow. it's pretty interesting and different project to project.","writing - i had a short story published as part of a contest.  impressions / accents, i can pick them up well.",i used to have a lot more hair so it was that. now people tell me when they first meet me that they find me really chill / laid back - so that.,"music - i consider myself a child of the 90s so i love my 90s alternative. also, phish, radiohead, jazz...  shows - the wire, arrested development, futurama, dexter, community, 30 rock...  books - haruki murakami, david foster wallace, rushdie, vonnegut (i like my postmodernism)",,,,,you want. i like girls that are forward.
27,single,f,straight,average,mostly anything,rarely,never,graduated from masters program,white,63,-1,science / tech / engineering,2012-06-17-10-35,"hercules, california",doesn't have kids,likes dogs,,sagittarius and it&rsquo;s fun to think about,no,english,"hi! i am 27. i currently work full time as a chemist and am in full time grad school. i have 2 cute guenea pigs. i really want a dog. i love camping, going to the beach, bbqs, and hanging out with friends. i love trying new things.",,"planning, being a great friend, cracking myself up . i also love to cook.",my hair color eyes,"game of thrones, true blood, law and order, all music",,"my future, traveling","studying, hanging out with friends",you will have to get to know me :-),you are looking for a relationship are male like tattoos single
27,single,m,straight,athletic,,,never,graduated from masters program,,67,-1,sales / marketing / biz dev,2012-06-29-22-47,"san francisco, california",,,agnosticism,,no,english,"if you...  want to go for a run (actually, do anything active outdoors),  or need a dance partner (lindy hop / swing in particular),  or want to exchange travel stories (got a few good ones from africa and europe),  or enjoy deep dish pizza and all things from chicago (my hometown),  then i'm your guy.",marketing at a biotech. and constantly scheming on the side.,"frying turkeys. no really, i'm damn good at it.",i have awesome legs. and i'm told i look like mario lopez. is that a compliment?,"books: the 4 hour work week, the 4 hour body, anything by bukowski movies: love to laugh --- anything with will ferrell or zach galifanakis will do it music: my first cd was 'the best of diana ross and the supremes' --- been on a motown kick ever since food: love it all and will go to great lengths to enjoy good food",running shoes sunshine pandora carrot cake a purpose good company,how to be as hilarious as russell peters or jim gaffigan. why arrested development was cancelled.,usually sleeping in for the long run on saturday morning. saturday night is my night.,i sometimes dance in my office to break up the day.,you wanna give it a shot.
22,single,f,straight,average,,socially,never,working on college/university,white,64,-1,education / academia,2011-07-27-10-40,"san francisco, california",,likes dogs and likes cats,,gemini and it&rsquo;s fun to think about,no,english,i'm going to art school and loving every minute of it! i'm going to get my bs in interior design!,"i'm currently working at an awesome art store, while going to school for interior design. it's my passion as well as being creative in general.",listening and being comfortable in new environments. i'm a great friend and i have lots to offer.,"my nose, glasses, & eyes. in that order of course!! then maybe my awesome personality :d","there are too many books to choose from but a book i'm currently loving is called cradle to cradle. as for shows i am a total nerd and am into star wars and greys anatomy but i'm open to anything. my favorite food is italian and cereal, because cereal deserves it's own category!  some favorite movies i've recently watched are serenity too! i just had a firefly marathon with my roommates and it was epic! i am a casual gamer so don't get mad when i laugh if i die in brawl or if i jump at zombies!! :)","art in general, food, my parrot, my books, my family and my friends!",the future and what i am working towards. i have a lot in mind and i'm willing to do what it takes!,"doing something creative, hanging out with my roommates or studying...or something else! i'm a very random person who can stick to a routine but they aren't my favorite.",i still listen to the backstreet boys on occasion... :d,you're interested in getting to know me more!!
